dish_id,psnr,ssim,lpips,note
032dee9fb0a8bc1b90871dc5fe950080d0bcd3caf166447f44e60ca50ac04ec7,21.366498947143555,0.8197698593139648,0.11106812953948975,
0569e83fdc248a51fc0ab082ce5e2baff15755c53c207f545e6d02d91f01d166,22.38554573059082,0.6763647198677063,0.14375968277454376,
06da796666297fe4c683c231edf56ec00148a6a52ab5bb159fe1be31f53a58df,21.669099807739258,0.7666042447090149,0.24540336430072784,
073f5a9b983ced6fb28b23051260558b165f328a16b2d33fe20585b7ee4ad561,18.18358039855957,0.38233527541160583,0.3356328308582306,
07d9f9724ca854fae07cb4c57d7ea22bf667d5decd4058f547728922f909956b,25.920751571655273,0.9275193214416504,0.057022079825401306,
0853979305f7ecb80bd8fc2c8df916410d471ef04ed5f1a64e9651baa41d7695,27.039323806762695,0.9063436388969421,0.08978438377380371,
093ef327b4e4f9d4ee52c02a354a53558a8652157fb0d58f3b4a708734afb334,23.58059310913086,0.8195860981941223,0.12052533775568008,
0a1b7c20a92c43c6b8954b1ac909fb2f0fa8b2997b80604bc8bbec80a1cb2da3,27.74810791015625,0.9142343401908875,0.0570659264922142,
0a485338bbdaf19ba9090b874bb36ef0599a9c9a475a382c22903cf5981c6ea6,22.39158058166504,0.7735903263092041,0.10006316751241684,
0bfdd020cf475b9c68e4b469d1d1a2d0cad303eefe8b78fb2307855afdaac8be,22.582048416137695,0.7059563398361206,0.22708970308303833,
119fd56d3797e2d349ca64ddcc5851463cd13b5974b5b2e4566ed5cf7e02e6c1,23.340585708618164,0.809249997138977,0.19569475948810577,
1264931635e127fb905c8953cbc2deadd0c763e633af7fbd9405a61ca849710c,21.88079833984375,0.6270993947982788,0.2126455456018448,
14eb48a50e37df548894ab6d8cd628a21dae14bbe6c462e894616fc5962e6c49,23.149368286132812,0.769395649433136,0.23258599638938904,
15ff83e2531668d27c92091c97d31401ce323e24ee7c844cb32d5109ab9335f7,24.314212799072266,0.818596601486206,0.13515743613243103,
165f5af8bfe32f70595a1c9393a6e442acf7af019998275144f605b89a306557,22.27420997619629,0.6692568063735962,0.20253242552280426,
183dd248f6a86e07c5adf9de8ee2d0abe45b1216331c03678e89634c2e9b1c7f,26.90430450439453,0.8671409487724304,0.17098960280418396,
